epoch,train_loss,train_accuracy,train_jaccard,train_dice,train_precision,train_recall,train_specificity,train_hd_mean,train_hd95_mean,val_loss,val_accuracy,val_jaccard,val_dice,val_precision,val_recall,val_specificity,val_hd_mean,val_hd95_mean
14,0.30004652471027593,0.9166486467633929,0.578291654586792,0.7328070998191833,0.6679427623748779,0.8116245269775391,0.9282485246658325,80.27216192531272,58.65866969837166,0.34114860547216314,0.8868052959442139,0.5377811193466187,0.6994248032569885,0.6762982606887817,0.7241889834403992,0.9229519367218018,76.6674322252581,57.195313505123885
15,0.25971895989707927,0.9276951163155692,0.6503968238830566,0.7881702184677124,0.829611599445343,0.7506721615791321,0.9725831747055054,60.66629224545681,38.6527249569169,0.3574164682313016,0.8950113654136658,0.5036430358886719,0.6698970794677734,0.782212495803833,0.5857859253883362,0.9637464880943298,67.59687507620335,48.022838001341334
16,0.24644811840897257,0.9315371486118862,0.6770659685134888,0.8074410557746887,0.8031932711601257,0.8117340803146362,0.9646300077438354,64.7775816922882,43.049530164585384,0.32942385814691844,0.896923840045929,0.5437541604042053,0.7044569253921509,0.7359990477561951,0.6755072474479675,0.9461405873298645,77.27329892761826,56.536771961501124
17,0.22420420768586072,0.939261954171317,0.6930400729179382,0.8186930418014526,0.8325173258781433,0.8053203821182251,0.9711897969245911,65.80280357940724,41.51598475079896,0.3148097066502822,0.903038740158081,0.548348069190979,0.708300769329071,0.7819663882255554,0.6473196744918823,0.9598803520202637,71.86880834544068,50.0054587629931
18,0.205561237917705,0.9431651960100447,0.7004348039627075,0.823830246925354,0.8356234431266785,0.8123652935028076,0.9715827107429504,61.22678544697032,37.75494392000212,0.34804332021035644,0.9010432958602905,0.5331323742866516,0.6954812407493591,0.7896550893783569,0.6213762164115906,0.9632080793380737,74.53634113487588,52.771824598425084
19,0.20576889194886794,0.9441353498186384,0.722575843334198,0.8389480710029602,0.8141559958457947,0.8652974367141724,0.9648756384849548,61.65498776490761,40.44771232850313,0.3029545804387645,0.9040348529815674,0.5770589113235474,0.7318165898323059,0.7440460920333862,0.7199825644493103,0.9449462294578552,73.51478722244222,53.95759208432336
20,0.18264648284424434,0.9514403206961496,0.7625719904899597,0.8652945756912231,0.8883408308029175,0.8434138894081116,0.9811480641365051,48.51887447819545,25.4221981366183,0.3196670844366676,0.9094409346580505,0.5597798824310303,0.7177678346633911,0.8283902406692505,0.6332096457481384,0.9708420038223267,64.10091438523472,43.157546359626885
21,0.1676325619390065,0.9540265546526228,0.7677279710769653,0.8686041831970215,0.9104137420654297,0.8304661512374878,0.9854679703712463,47.375427536629125,24.50079554648704,0.33924978422491175,0.908526599407196,0.5508800148963928,0.7104095816612244,0.8372206091880798,0.6169605851173401,0.9733363389968872,64.47685784526365,43.566770224927694
22,0.156467304141684,0.9570973859514509,0.7712626457214355,0.8708619475364685,0.8664062023162842,0.875363826751709,0.9759976267814636,54.64393162056205,29.849317975689836,0.29760149434993144,0.910858154296875,0.5873472094535828,0.7400361895561218,0.7878605723381042,0.6976855993270874,0.9582424759864807,71.93709685368827,50.47745893721187
23,0.1509625164114616,0.958785640171596,0.7909072041511536,0.8832475543022156,0.8726940751075745,0.8940593600273132,0.976807177066803,51.55280053981316,27.9604882397297,0.3071067850840719,0.9136587381362915,0.5956825613975525,0.7466179132461548,0.8005606532096863,0.6994856595993042,0.9612654447555542,67.76194546081715,46.561386839187506
24,0.14270828469571742,0.9605637686593193,0.8028119802474976,0.8906219601631165,0.8968499898910522,0.884479820728302,0.9819100499153137,44.19966110378074,21.44142346508071,0.3151967109818208,0.9143233299255371,0.592500627040863,0.7441135048866272,0.8143889307975769,0.6850031018257141,0.9652969241142273,64.27759214948117,42.830329624699445
25,0.12084480544382875,0.9665558297293527,0.8259614706039429,0.9046866297721863,0.924898087978363,0.885339617729187,0.9872159957885742,41.171622546121505,17.76593095516539,0.3106257570417304,0.9162313938140869,0.5872833728790283,0.7399855852127075,0.8495413661003113,0.6554584503173828,0.9741963744163513,61.872000741649245,41.69448080502496
26,0.12021872354671359,0.9675498526436942,0.7950012683868408,0.8857946395874023,0.8570884466171265,0.916490375995636,0.9728249311447144,53.433510497919336,28.563181074988975,0.30536666277207825,0.9112423658370972,0.6057261228561401,0.7544575929641724,0.7591617107391357,0.7498113512992859,0.9471254944801331,69.73385327122334,48.88799608395555
27,0.12107296952639114,0.9668067932128906,0.8323566317558289,0.9085094332695007,0.9233155250549316,0.8941706418991089,0.9867938160896301,42.11779983591378,18.600228392010575,0.3238345525766674,0.9156947731971741,0.5849232077598572,0.7381091713905334,0.8482728004455566,0.6532701849937439,0.9740269184112549,61.546819852029294,41.289528711786446
28,0.11510146239941771,0.9686153738839286,0.8334012627601624,0.9091312885284424,0.9042914509773254,0.9140232801437378,0.9827971458435059,41.07341475729631,18.09828906609552,0.30378216740332153,0.9199682474136353,0.617954671382904,0.763871431350708,0.8241317868232727,0.711823046207428,0.9662351012229919,61.56343322701903,41.04683660341012
29,0.10258049780333584,0.9717027500697545,0.8444196581840515,0.9156481027603149,0.9247429370880127,0.9067304134368896,0.9868777990341187,39.08345830986459,15.598859183300164,0.31088674774295405,0.9179232716560364,0.598848819732666,0.7490999698638916,0.8434299230575562,0.6737474799156189,0.972199022769928,63.08591310058234,43.91285606121265
30,0.09407202010466294,0.9742719159807478,0.8439241647720337,0.9153566956520081,0.9493741393089294,0.8836926817893982,0.9916201829910278,36.33816443294434,13.943340913821778,0.3594251651512949,0.9150665402412415,0.5696010589599609,0.7257909178733826,0.878960132598877,0.6180826425552368,0.9810805320739746,61.258810273340195,41.56044540502067
31,0.09338112827390432,0.974367915562221,0.8265523910522461,0.905040979385376,0.8562682867050171,0.9597054719924927,0.9713528752326965,47.199504126386955,22.699784254174606,0.2956344681350808,0.9161607623100281,0.6383233070373535,0.7792397141456604,0.7476254105567932,0.8136457800865173,0.9389479756355286,67.62409841277038,47.1018001313196
32,0.08986453855918212,0.9757190595354353,0.8703058362007141,0.9306561946868896,0.9420914053916931,0.9194952249526978,0.9899492263793945,34.67748683356458,12.019646672098926,0.3128833770751953,0.920417070388794,0.6059326529502869,0.7546178102493286,0.8589486479759216,0.6728866696357727,0.9754384756088257,59.97296072672705,39.44207670891508
33,0.08918967445126989,0.9757366507393973,0.8749181032180786,0.933286726474762,0.926358163356781,0.9403197765350342,0.9867070317268372,34.928896009017805,12.16877025337347,0.29613483187399414,0.9259289503097534,0.6350889205932617,0.7768248915672302,0.8591964244842529,0.7088657021522522,0.9741780757904053,61.75352761309131,39.63630436119661
34,0.0811120637438514,0.9774003165108817,0.8775691390037537,0.9347928762435913,0.9300803542137146,0.9395533800125122,0.9874396324157715,34.592990739569125,11.295108745214208,0.29564462366857025,0.9233592748641968,0.6338168382644653,0.7758725881576538,0.8286107778549194,0.7294459342956543,0.9664626121520996,59.217288278987155,40.21781346767938
35,0.0775226206434044,0.9789911978585379,0.8811740279197693,0.9368341565132141,0.949576735496521,0.9244290590286255,0.9912708401679993,33.6768289516854,10.544280179326156,0.29450470993393346,0.9250884056091309,0.6306359767913818,0.7734847068786621,0.8592285513877869,0.7033011317253113,0.9743875861167908,59.24638913124106,37.829467523419986
36,0.0762519533322616,0.9790985761369978,0.8841303586959839,0.938502311706543,0.9320023059844971,0.9450936317443848,0.9877381920814514,34.613010413217175,11.524445221221553,0.29813336384923833,0.925338864326477,0.6361145377159119,0.7775917053222656,0.848411500453949,0.7176840901374817,0.9714966416358948,61.329973362922225,40.58120722128031
37,0.0711012648587877,0.9803901672363281,0.8852581977844238,0.93913733959198,0.9302688837051392,0.9481765627861023,0.9873610734939575,35.666962059942925,12.386829671062728,0.28182966222888545,0.9238609671592712,0.6366815567016602,0.7780151963233948,0.8280457258224487,0.7336859107017517,0.9661333560943604,60.83442966782759,39.936170440085476
38,0.07090378722006624,0.9805651201520648,0.8917391896247864,0.9427717924118042,0.9509655833244324,0.9347180128097534,0.9914292693138123,33.15786570733203,10.668911808835993,0.3162585520430615,0.9198540449142456,0.6065327525138855,0.7550829648971558,0.8498150706291199,0.6793529391288757,0.9733129739761353,62.6096280944319,42.21337587938008
39,0.07066470249132677,0.980177721296038,0.8904730677604675,0.9420637488365173,0.9354945421218872,0.9487258791923523,0.9883669018745422,33.83613781109526,11.80131813504924,0.2937833835419856,0.9212855100631714,0.6280523538589478,0.7715383172035217,0.8170060515403748,0.7308644652366638,0.9636125564575195,65.29445210902509,45.38005331874106
40,0.06855156513946978,0.9808889770507813,0.8950612545013428,0.9446251392364502,0.9533669948577881,0.9360421299934387,0.9918580651283264,31.410091324679136,9.5234195416127,0.3397711609539233,0.9208881855010986,0.6039466857910156,0.7530757784843445,0.870840311050415,0.6633678674697876,0.9781301617622375,59.80387361922933,39.63141028230001
41,0.06287176081572067,0.9826165989467076,0.9014385342597961,0.9481647610664368,0.9485464692115784,0.9477834105491638,0.9908574819564819,30.08052504322149,8.632385285111804,0.33819394833163213,0.9230301976203918,0.6177337765693665,0.7637026309967041,0.8645108342170715,0.6839492321014404,0.976173460483551,57.21156024977867,38.07030113008482
42,0.06648868910798972,0.9815025111607143,0.8974176049232483,0.9459357857704163,0.9438498020172119,0.9480310082435608,0.9899706840515137,30.660325080944443,9.669682884063764,0.31086323527913345,0.9261961579322815,0.6424668431282043,0.7823193669319153,0.8437082767486572,0.7292580008506775,0.9699718952178955,62.718119329348,42.19762580878398
43,0.06357052630152214,0.982485831124442,0.9039896130561829,0.9495741128921509,0.9433019161224365,0.955930233001709,0.9897825121879578,30.51745800192454,8.700536404235196,0.32579149854810613,0.9232625365257263,0.6309770941734314,0.7737411856651306,0.8341394662857056,0.721498966217041,0.9681107997894287,61.40967855661962,41.29923416366095
44,0.05766027598557147,0.9841297258649554,0.902951180934906,0.949000895023346,0.967674195766449,0.9310346245765686,0.9944692850112915,29.824806863011634,7.988802742506717,0.36340180823677465,0.9198811650276184,0.5894752144813538,0.7417230606079102,0.8963426351547241,0.6325993537902832,0.9837386012077332,59.45969952357606,38.43213424281214
45,0.06100294455377893,0.9828785923549107,0.8966683149337769,0.9455193877220154,0.963424026966095,0.9282680749893188,0.9937331080436707,31.078997355399547,9.010510043118554,0.36417462833617864,0.9196020364761353,0.5908660888671875,0.7428231835365295,0.8879633545875549,0.6384643316268921,0.9820937514305115,60.322714114875296,40.2557532896621
46,0.05612259353934364,0.9844449288504464,0.9097375273704529,0.9527356624603271,0.9637389183044434,0.9419808387756348,0.9936974048614502,28.917715070092957,7.506784102654852,0.3410464972257614,0.922440767288208,0.6102513670921326,0.7579578757286072,0.8763145804405212,0.6677678823471069,0.9790498614311218,57.808471555045315,37.25839384998231
47,0.056103065186603504,0.9843879045758929,0.9007943272590637,0.9478083252906799,0.9645276069641113,0.9316588044166565,0.9939069747924805,30.073793651910915,8.265729415066552,0.3291170161805655,0.925706684589386,0.6248230338096619,0.7690967321395874,0.884452760219574,0.6803597807884216,0.9802427291870117,59.143020756401036,39.30128209803599
48,0.05914848886260932,0.9837525721958705,0.9080561995506287,0.9518128633499146,0.9475665092468262,0.956097424030304,0.9905918836593628,30.34554534851416,8.026454300606733,0.306673454610925,0.9285931587219238,0.6532026529312134,0.7902269959449768,0.8483316898345947,0.7395715713500977,0.9706091284751892,61.8646479376534,40.26738910927459
49,0.054179326673461634,0.9848864964076451,0.9142770767211914,0.9552191495895386,0.9483025670051575,0.9622374176979065,0.990671694278717,29.022995317931898,7.479012312848497,0.29784819013194036,0.9280369877815247,0.6544600129127502,0.7911463975906372,0.8377138376235962,0.749483585357666,0.9677261114120483,60.735414752416816,41.36098626849668
50,0.05406070263548331,0.9849587358747209,0.9112699627876282,0.9535753726959229,0.9633397459983826,0.9440069198608398,0.9936116337776184,28.99655166462023,7.474122115521661,0.3308698997685784,0.9233496189117432,0.6221914291381836,0.767099916934967,0.8572288155555725,0.6941202282905579,0.9743030667304993,61.95719917405016,39.849636039772555
51,0.05210213384337046,0.9854153660365513,0.9172345399856567,0.9568307995796204,0.9642744660377502,0.9495012164115906,0.9937443137168884,27.57378649628379,6.691359979805602,0.33219796419143677,0.9266691207885742,0.6301287412643433,0.7731030583381653,0.8839418292045593,0.686963677406311,0.9799511432647705,60.63653749845101,38.06435978061186
52,0.05029060056602413,0.9858612278529576,0.9164655804634094,0.9564122557640076,0.962462842464447,0.9504372477531433,0.9934083223342896,27.557522665534798,6.441548221064557,0.36013246445279373,0.9229773879051208,0.6058128476142883,0.754524827003479,0.8973690867424011,0.6509119272232056,0.9834524989128113,57.821145583295355,37.5137019029455
53,0.04917725852944634,0.9860876028878348,0.9190847277641296,0.9578365087509155,0.9628596901893616,0.9528655409812927,0.993463933467865,27.93647422856985,6.4241730218206,0.32410085907107905,0.9269407987594604,0.6345087289810181,0.7763907313346863,0.8755064606666565,0.6974344849586487,0.9779558181762695,57.386476729015,38.000911510231525
54,0.04900461956011978,0.9863295636858259,0.9205209612846375,0.9586158990859985,0.9623924493789673,0.9548689126968384,0.9933646321296692,27.59184544906296,6.306411890203585,0.3255261888629512,0.9280306100845337,0.639171838760376,0.7798717021942139,0.8787031769752502,0.7010244727134705,0.9784898161888123,58.420385407567856,38.29413401144515
55,0.047202768227593464,0.9866944667271206,0.9241651892662048,0.9605882167816162,0.9570041298866272,0.9641992449760437,0.9922966957092285,27.302530914601096,6.237602799942481,0.2963528899770034,0.9317417144775391,0.6656529903411865,0.7992697358131409,0.859056293964386,0.7472634315490723,0.9727478623390198,60.5423872850232,38.97576906069564
56,0.04741896252909845,0.9865593828473772,0.9166029691696167,0.9564870595932007,0.9578484892845154,0.9551295042037964,0.992525577545166,28.188523893155548,6.993971287722718,0.35564407470979187,0.9235225319862366,0.6225756406784058,0.7673918604850769,0.8586206436157227,0.6936872601509094,0.9746106266975403,61.315121567844955,40.63411993758491
57,0.048869691281156105,0.9863946969168527,0.924751877784729,0.9609050154685974,0.9658374190330505,0.9560227990150452,0.9939866662025452,26.901478014925175,5.856672791637765,0.3297404403749265,0.9284164309501648,0.6403213739395142,0.7807267308235168,0.8813068270683289,0.7007526159286499,0.9790219068527222,58.20913855424933,37.540573330676764
58,0.04553551095622507,0.9872091456821986,0.925282895565033,0.9611916542053223,0.9659507274627686,0.9564791917800903,0.994004487991333,26.907703924699575,5.992472970834393,0.3269766820104499,0.927655816078186,0.6342868804931641,0.7762246131896973,0.8871617913246155,0.6899484395980835,0.9804937839508057,58.86068812621904,37.08989201853578
59,0.04190576664934104,0.9881165422712054,0.9330298900604248,0.965354859828949,0.9646233916282654,0.9660874009132385,0.9936995506286621,25.430740558215604,5.006659814587671,0.3109300489488401,0.9303370118141174,0.6513805985450745,0.7888921499252319,0.8787042498588562,0.7157369256019592,0.9780386090278625,57.68698019604155,37.303310594113235
60,0.03908353974111378,0.9888275800432478,0.9350130558013916,0.9664152264595032,0.9635418057441711,0.9693058729171753,0.9934779405593872,25.186995929940384,4.643394335775369,0.31478349001784073,0.9304514527320862,0.6523488759994507,0.7896018624305725,0.8776395320892334,0.7176164388656616,0.9777607321739197,58.322846485417955,37.15449698149673
61,0.037402582693506374,0.9893011692592076,0.9374261498451233,0.9677025675773621,0.974695086479187,0.9608096480369568,0.9955642223358154,25.288204902482377,4.515749317896278,0.3356538007133885,0.9284242987632751,0.6389175057411194,0.7796823382377625,0.8855551481246948,0.6964214444160461,0.9799941778182983,57.448618268502784,36.78629930637184
62,0.0360509522089904,0.9896977233886719,0.9380536675453186,0.9680368304252625,0.970815122127533,0.9652743935585022,0.9948397874832153,25.40749080083639,4.3938556429408475,0.33731264973941605,0.9298475980758667,0.6471842527389526,0.7858067750930786,0.8834423422813416,0.7076042890548706,0.9792481660842896,56.822580219345376,36.131337104529706
63,0.03609024049629542,0.9897208077566965,0.9389602541923523,0.9685193300247192,0.9649492502212524,0.9721159338951111,0.9937207102775574,25.041769800979637,4.47843870198711,0.32431411978445557,0.930556058883667,0.653508186340332,0.7904505133628845,0.8758687973022461,0.720212459564209,0.9773114919662476,57.74095889910483,37.683864530923366
64,0.03529165877791291,0.9898666381835938,0.9404087066650391,0.9692893028259277,0.9671790599822998,0.9714087247848511,0.9941379427909851,24.555699237038947,4.112567768961094,0.32419205692253616,0.9308234453201294,0.654508650302887,0.7911819219589233,0.8770654201507568,0.7206180095672607,0.9775482416152954,58.18680829457051,36.87399385042223
65,0.034566483248702505,0.9900955854143415,0.9412320256233215,0.9697264432907104,0.9699951410293579,0.9694579243659973,0.9946672916412354,24.830396853360476,4.248841499742352,0.3237239153761613,0.9315534234046936,0.6594820618629456,0.7948046922683716,0.8737764358520508,0.728924572467804,0.976594090461731,58.69794466829946,37.38687460533714
66,0.03409917665306817,0.9901130894252232,0.9420285224914551,0.9701489806175232,0.9735814332962036,0.9667407274246216,0.995335042476654,24.54755314423974,4.138262968103,0.33262187556216594,0.9294391870498657,0.6470038294792175,0.7856737375259399,0.8776269555091858,0.7111619114875793,0.9779582023620605,57.713429096453524,36.43103775946087
67,0.0339828540825031,0.9902040754045759,0.9418826103210449,0.9700716137886047,0.9690574407577515,0.9710879325866699,0.9944860339164734,24.453296388040055,4.029080750197031,0.3387053455961378,0.9309758543968201,0.6539105772972107,0.7907447814941406,0.8811987638473511,0.717132031917572,0.9785093665122986,57.573107896827594,36.697595812666975
68,0.034167371965436774,0.9901457868303571,0.9404669404029846,0.9693202376365662,0.9699598550796509,0.9686814546585083,0.9946651458740234,24.545131444255414,4.206614393985737,0.3390178492194728,0.9292780756950378,0.6439365148544312,0.783407986164093,0.8841180205345154,0.7032955288887024,0.9795097708702087,58.02979966545589,37.974608050938826
69,0.03504969757473604,0.9899427141462054,0.9413594007492065,0.9697940349578857,0.9686259627342224,0.9709649085998535,0.9944073557853699,24.449779617229527,3.892677408900602,0.3284516389432706,0.9298825263977051,0.6530373096466064,0.790105938911438,0.8670752048492432,0.7256875038146973,0.9752712845802307,59.28765964843199,36.925792539802785
70,0.034321616467257794,0.9901538957868303,0.9390020370483398,0.9685415625572205,0.963447093963623,0.9736902117729187,0.9934307932853699,24.758053999334198,4.4926926641732186,0.3188907590351607,0.9320448040962219,0.6645551323890686,0.7984777688980103,0.8665957450866699,0.7402881383895874,0.9746687412261963,58.87605810573087,37.14385518544002
71,0.03344473236409778,0.9903893171037946,0.941724956035614,0.9699879884719849,0.9706605076789856,0.9693164229393005,0.9947898983955383,24.574547811809737,4.146947516493114,0.33638840600063924,0.9301626682281494,0.6494137048721313,0.7874479293823242,0.8817804455757141,0.7113481760025024,0.9788010716438293,60.522051087743606,38.06752340027546
72,0.033187390135770496,0.9904111153738839,0.9427608847618103,0.9705372452735901,0.9772213101387024,0.9639439582824707,0.9960044026374817,24.861384563679042,4.361288146598248,0.3525350642831702,0.9286909699440002,0.638943076133728,0.7797013521194458,0.8897102475166321,0.6939032077789307,0.9808799624443054,59.08288543393411,37.222914280615456
73,0.03415503416379744,0.9902048819405692,0.9416542053222656,0.9699504971504211,0.9671304821968079,0.9727869629859924,0.994120717048645,24.265859606021884,4.0519384020874964,0.34188078736004074,0.9308123588562012,0.6544215083122253,0.7911182641983032,0.877149224281311,0.7204557657241821,0.9775707721710205,58.27390034757607,36.030167348862335
74,0.033151594435118815,0.9904745483398437,0.9418662190437317,0.9700629115104675,0.9679248332977295,0.9722104668617249,0.9942708611488342,24.424272523997498,3.8470874217634066,0.33425130773531764,0.9314804077148438,0.6587757468223572,0.7942914962768555,0.8747141361236572,0.7274120450019836,0.9768410325050354,58.649683147877525,37.817091791749775
75,0.03233291335742582,0.9906876482282366,0.9429194927215576,0.9706212282180786,0.9722816944122314,0.9689664244651794,0.995087742805481,24.33287975314486,3.9711409317304387,0.3312474732336245,0.9314873218536377,0.6571080684661865,0.7930781245231628,0.8797253370285034,0.7219688892364502,0.9780594110488892,58.24326497621973,36.939011800128505
76,0.0338555875191973,0.990219486781529,0.9439718723297119,0.9711785316467285,0.9742161631584167,0.9681597948074341,0.9954434633255005,24.314779383239845,3.8156442705749396,0.3543093353509903,0.9277111887931824,0.6356525421142578,0.7772464156150818,0.8840054869651794,0.6934948563575745,0.9797731041908264,58.395329572972905,37.59221206196412
77,0.032920184672217474,0.9906470162527902,0.94508957862854,0.9717697501182556,0.9747488498687744,0.9688087701797485,0.9955370426177979,24.278750645584864,3.89766500122856,0.34669334088501175,0.9297587275505066,0.6452215313911438,0.7843582630157471,0.8878978490829468,0.7024447321891785,0.9802863597869873,59.32044202921504,37.39983669398795
78,0.03257534858262674,0.9906880405970983,0.9446835517883301,0.9715550541877747,0.976633608341217,0.9665290713310242,0.9958878755569458,24.256201955781055,3.8038710644134057,0.3559388996739137,0.9282642602920532,0.6370980739593506,0.7783260941505432,0.8884335160255432,0.692501425743103,0.9806699752807617,57.17465335288074,36.63420886225807
79,0.034686707171865484,0.9901490129743303,0.9439230561256409,0.9711527228355408,0.974660336971283,0.967670202255249,0.9955262541770935,24.63461028793216,4.1724653736607,0.35037293716480855,0.9301068186759949,0.6480441689491272,0.7864402532577515,0.8849719166755676,0.7076513171195984,0.9795545339584351,58.121570123830665,36.82624543845893
80,0.0323101711163128,0.990687495640346,0.9471983313560486,0.9728832244873047,0.9745297431945801,0.9712423086166382,0.9954859614372253,23.71973427379553,3.5869777900527002,0.3317168574584158,0.9312717914581299,0.6545105576515198,0.7911832928657532,0.8840783834457397,0.7159540057182312,0.979132890701294,58.18910395818469,36.52273313590462
81,0.03105367652394555,0.9912594386509487,0.948391854763031,0.9735124707221985,0.9777935743331909,0.9692686200141907,0.996085524559021,23.803982185871,3.5598233842530926,0.36040982211890976,0.9297081232070923,0.6434754729270935,0.7830666899681091,0.8923754096031189,0.6976145505905151,0.9812982678413391,58.18647062937067,35.60113153003089
82,0.031754659679294986,0.9907793753487724,0.9476286172866821,0.9731101393699646,0.9726669788360596,0.9735537767410278,0.9951349496841431,23.876958587071343,3.5413221123597722,0.35062254730023834,0.9298730492591858,0.6486496925354004,0.7868860363960266,0.879518985748291,0.7119064331054688,0.9783229827880859,58.57192834320266,36.76364424257017
83,0.030101172329688616,0.9912962995256697,0.9488929510116577,0.9737763404846191,0.974707305431366,0.9728472232818604,0.9955108165740967,23.571841829241645,3.4330911955961283,0.3416982555859967,0.9309695363044739,0.6542232036590576,0.7909733057022095,0.8801735043525696,0.7181892395019531,0.9782666563987732,59.06697838990578,37.166005873452924
84,0.029226005627689036,0.9915472630092076,0.9502432942390442,0.9744869470596313,0.9771333932876587,0.9718547463417053,0.9959557056427002,24.02611263333136,3.665228327726373,0.3444664290076808,0.9303023219108582,0.651966392993927,0.7893216013908386,0.8764591813087463,0.7179436683654785,0.9775057435035706,57.96186815024639,37.57943796828375
85,0.029083397683941505,0.9916012791224889,0.9499273300170898,0.9743207693099976,0.9739230275154114,0.9747187495231628,0.9953590631484985,23.4646082401172,3.3077346660640665,0.34439406622397273,0.9309291839599609,0.653949499130249,0.7907732129096985,0.8803521394729614,0.7177405953407288,0.9783170223236084,59.192023098629555,37.14188307584059
86,0.02906319960443811,0.9916331699916294,0.9506015181541443,0.9746752381324768,0.9758972525596619,0.9734563231468201,0.9957246780395508,23.416156016011232,3.252253968915376,0.34746426343917847,0.9316823482513428,0.6570976376533508,0.7930705547332764,0.8828269243240356,0.7198807597160339,0.9787619113922119,59.06641127462847,37.17952450496285
