epoch,train_loss,train_accuracy,val_loss,val_accuracy,jaccard,dice,precision,recall,specificity,hd_mean,hd95_mean
17,0.24653181933205237,0.9273905726841518,0.3010701129311009,0.9099597930908203,0.5441501140594482,0.7047891616821289,0.7791631817817688,0.6433764696121216,0.9634268879890442,76.03054371359467,50.69465288674784
18,0.2272360728714954,0.934289049421038,0.2947219798439427,0.9097583889961243,0.5530402064323425,0.7122033834457397,0.7621695399284363,0.6683854460716248,0.958169162273407,77.54582024039887,54.32389943999588
19,0.22141113699498502,0.9347738211495535,0.27533972655472,0.9139135479927063,0.5849180817604065,0.7381051182746887,0.7504578232765198,0.7261525392532349,0.9515717029571533,74.3480779342377,50.07579012290479
20,0.21687539328228345,0.9372970581054687,0.2686464527719899,0.9166344404220581,0.5882829427719116,0.7407785058021545,0.7707774639129639,0.7130272388458252,0.957470715045929,73.02108300607406,47.474053396398645
21,0.20036182535642927,0.9422099522181919,0.31975945673490824,0.8904364109039307,0.547893226146698,0.7079212069511414,0.6381697058677673,0.7947912812232971,0.9096193909645081,80.01471013817246,59.12265298959503
22,0.1931325445290316,0.9444915335518973,0.26882736306441457,0.9162040948867798,0.5890591144561768,0.7413935661315918,0.765217125415802,0.7190086841583252,0.9557544589042664,68.42667630890037,45.480500541451555
23,0.18500815188004213,0.9467976379394532,0.3356320952114306,0.9077180027961731,0.4974968135356903,0.6644378900527954,0.8463504314422607,0.5468905568122864,0.9800871014595032,66.86709587606185,44.88033941894652
24,0.1935002039271322,0.9432762363978795,0.25698860381778915,0.9239961504936218,0.6139721870422363,0.7608212828636169,0.8020817041397095,0.7235981225967407,0.9641888737678528,70.94490629743837,43.404550128089305
25,0.18326815649528394,0.9476963588169642,0.2913647286201778,0.9020489454269409,0.5764845013618469,0.7313544750213623,0.6749085783958435,0.7981038093566895,0.9228966236114502,83.72937585808555,58.80827919786561
26,0.19607889347455718,0.9424517168317522,0.2658919750859863,0.9184174537658691,0.5891880989074707,0.7414957284927368,0.7877269387245178,0.7003903388977051,0.9621459245681763,69.32676947460486,48.697193379025705
27,0.17886269448155706,0.9484077671595982,0.26210991214764745,0.9225388765335083,0.6004877090454102,0.7503809332847595,0.8127102851867676,0.6969310641288757,0.9677877426147461,66.65560635184758,41.15722252819616
28,0.16980398903516206,0.9503494262695312,0.2729177569088183,0.9214101433753967,0.587505042552948,0.7401614785194397,0.8266968131065369,0.6700258851051331,0.971828818321228,64.68300053119647,42.79441168088528
29,0.1641223860735243,0.9528679983956473,0.2455374316165322,0.9268640875816345,0.6242196559906006,0.7686394453048706,0.8150620460510254,0.7272199988365173,0.9669055938720703,68.04547393893878,44.04488885686667
30,0.16618294853039764,0.9528384835379464,0.27235349699070577,0.9194950461387634,0.5982779860496521,0.7486532330513,0.7824183106422424,0.7176818251609802,0.95997154712677,66.36617782681424,48.02591230219463
31,0.19838117427107962,0.9429314313616072,0.2697964628276072,0.9247918725013733,0.5945508480072021,0.7457283139228821,0.8567820191383362,0.6601601243019104,0.9778675436973572,60.161140304925134,39.247069344761805
32,0.17331976621327075,0.9495091029575893,0.25550124362895366,0.9268620014190674,0.6064541339874268,0.7550220489501953,0.857135534286499,0.6746488213539124,0.9774469137191772,64.32455177572427,39.788260724355226
33,0.14983360537073828,0.9570384870256696,0.24199273476475164,0.928088366985321,0.6373595595359802,0.7785211801528931,0.801803469657898,0.7565528750419617,0.9624922871589661,63.38459128561454,41.31343070892001
34,0.15548093362965368,0.954682856968471,0.25535076229195847,0.9258941411972046,0.5991226434707642,0.7493141889572144,0.8615306615829468,0.6629617810249329,0.9786289930343628,58.30699855019116,37.15226326193435
35,0.1468396151269024,0.9577662658691406,0.2920304089784622,0.9198902249336243,0.548060417175293,0.7080608010292053,0.904987096786499,0.5815210938453674,0.9877550005912781,60.4723316304711,38.824578542782625
36,0.15100041912360626,0.9564981297084263,0.23609011267360888,0.9277400970458984,0.632097065448761,0.7745826840400696,0.8087846636772156,0.7431560158729553,0.9647610187530518,65.87752973326617,40.745991295518394
37,0.13423639442771673,0.9618753051757812,0.24313225675570338,0.9239227175712585,0.6222270131111145,0.7671269178390503,0.7849719524383545,0.7500752210617065,0.9587903022766113,63.49571846186751,41.78142189068668
38,0.13357654984363102,0.9615194484165737,0.25017612349045903,0.9266514182090759,0.5989092588424683,0.7491472959518433,0.8738257884979248,0.6556048393249512,0.9810136556625366,59.055708763085086,37.819183277578865
39,0.1245502003214576,0.9644221496582032,0.2505129987471982,0.9267784357070923,0.6198708415031433,0.7653336524963379,0.8236516118049622,0.7147279381752014,0.9693081974983215,64.88718091132527,39.68255039799294
40,0.1292689490894025,0.9632411847795759,0.2653753196722583,0.9266495704650879,0.598074734210968,0.7484940886497498,0.8760753273963928,0.6533481478691101,0.9814640879631042,57.98614556865849,37.979278703992414
41,0.12192349245941098,0.96514892578125,0.262166396567696,0.9243375658988953,0.610987663269043,0.758525550365448,0.8124071359634399,0.7113466262817383,0.9670559167861938,65.86790409001112,41.46322448068227
42,0.11747113107280298,0.966219482421875,0.22946588695049286,0.9319400787353516,0.6473193764686584,0.7859063148498535,0.8281582593917847,0.7477564215660095,0.9688807725906372,65.50588570060005,42.444987994788185
43,0.11388075262816115,0.9667642865862165,0.2510329500625008,0.9279399514198303,0.6270405650138855,0.7707743644714355,0.8224552273750305,0.7252044677734375,0.9686014652252197,64.37121586443851,39.30335828718007
44,0.12073024734854698,0.9651947021484375,0.2509889453649521,0.9274038672447205,0.6355536580085754,0.7771725058555603,0.7975432872772217,0.7578164339065552,0.961417019367218,64.02212867665301,43.11668086301687
45,0.12509330751543696,0.9634988621303013,0.26698607363198934,0.9226894378662109,0.5834487676620483,0.7369341850280762,0.8538257479667664,0.6481942534446716,0.9777433276176453,67.66308281895725,43.38051609424167
46,0.12252203011038629,0.9653213282993861,0.2547084304847215,0.9291605353355408,0.6273300647735596,0.7709929943084717,0.8381445407867432,0.7138036489486694,0.972353458404541,64.14326343956132,41.299237909567736
47,0.10620190194723281,0.9690450177873884,0.2426889001538879,0.9278534054756165,0.6323646306991577,0.7747835516929626,0.8095920085906982,0.7428448796272278,0.9649595022201538,61.191658495385006,41.01028099922122
48,0.11542946599762548,0.9664967346191407,0.26922151838478287,0.9225672483444214,0.5992103219032288,0.749382734298706,0.8157833218574524,0.6929779052734375,0.9686146378517151,62.95784800149268,40.740788452793836
49,0.11716371258212761,0.9661314392089844,0.2948243919956057,0.9249009490013123,0.5807511806488037,0.7347787618637085,0.8960413336753845,0.6227084994316101,0.9855099320411682,63.18788114632851,40.536585649165936
50,0.12001561716368253,0.9648590087890625,0.2914259551387084,0.9204625487327576,0.572727382183075,0.728323757648468,0.8481136560440063,0.6381847858428955,0.9770773649215698,62.49082545375569,41.77800011690673
51,0.11348917115141045,0.9679510716029576,0.25809097329252645,0.9294495582580566,0.6145296692848206,0.7612491250038147,0.8756929039955139,0.6732610464096069,0.9808318018913269,61.30643309144929,39.96956588544823
52,0.11446484728631648,0.9665665762765067,0.22232167854120857,0.9322607517242432,0.658385694026947,0.7940078973770142,0.806946337223053,0.7814778685569763,0.9625024199485779,57.98052352936,36.91149276296128
53,0.1104899111034518,0.968232901436942,0.25023536462532847,0.9226207733154297,0.634579062461853,0.7764434218406677,0.7504023313522339,0.8043568134307861,0.9463402628898621,67.90085775069078,42.1830223720519
54,0.10572302493859422,0.9691775294712611,0.2274892655642409,0.9326478838920593,0.6592279076576233,0.7946200966835022,0.8098762035369873,0.7799281477928162,0.96327805519104,62.30746344710062,38.9257755719378
55,0.10671375404027375,0.9689445277622768,0.24709331910861165,0.9321263432502747,0.6273897290229797,0.7710381150245667,0.8833004236221313,0.6840937733650208,0.9818728566169739,56.191086491858066,35.957623600878215
56,0.097038370387798,0.9717136928013392,0.2537460636935736,0.9279628396034241,0.6476526856422424,0.7861519455909729,0.779798150062561,0.7926101088523865,0.9551097750663757,64.21714891472148,44.884123200235805
57,0.10002421773970127,0.9710559300013951,0.2515685993589853,0.9305346608161926,0.6335573792457581,0.7756781578063965,0.8421676754951477,0.7189191579818726,0.9729771614074707,60.5786095145751,40.469970737038814
58,0.08813516647470268,0.9745069885253906,0.2607471186079477,0.9291245341300964,0.6242761611938477,0.7686823010444641,0.845136284828186,0.7049133777618408,0.9740933179855347,59.82627532773311,40.149567575909444
59,0.0912607985294678,0.9737967136928013,0.251878758794383,0.9305024147033691,0.629436731338501,0.7725819945335388,0.8521141409873962,0.7066287398338318,0.9754034876823425,60.08474051465154,36.97001348798083
60,0.09574719962917945,0.9726008605957032,0.23499907161060132,0.9300881028175354,0.6418747901916504,0.7818803191184998,0.8165150880813599,0.7500642538070679,0.9661944508552551,59.98764801419696,38.169304985439254
61,0.09262279438024218,0.9729096112932478,0.24358321373399935,0.9278315305709839,0.6342527866363525,0.7761991024017334,0.8052905797958374,0.7491362690925598,0.9636713862419128,60.315294089353415,39.19176095683364
62,0.09659674653614109,0.9716359165736607,0.2370112118752379,0.932571530342102,0.6504819989204407,0.7882327437400818,0.8291367292404175,0.7511749267578125,0.9689531922340393,63.92559477980576,39.83904148869696
63,0.0951922459273853,0.9731917245047433,0.27145530165810333,0.9175474047660828,0.6314356327056885,0.7740858793258667,0.713742733001709,0.845574676990509,0.9319825768470764,72.7777094257663,47.35190604918986
64,0.09846900932660158,0.9711843872070313,0.2501615623110219,0.9307593703269958,0.6399252414703369,0.7804322242736816,0.8298159837722778,0.7365961074829102,0.9697015881538391,62.38718679207815,39.69383321086696
65,0.10023184268820015,0.9710599408830916,0.23606927222327181,0.9319969415664673,0.6402386426925659,0.7806652784347534,0.8463861346244812,0.7244153022766113,0.973630428314209,62.50398027157515,41.18288773176772
66,0.0920835356651382,0.9731465802873884,0.24041924625635147,0.9310078024864197,0.6638451218605042,0.7979650497436523,0.7811073660850525,0.8155664205551147,0.9541611671447754,65.04447353503555,40.53300022875262
67,0.08933291330256245,0.9744611903599331,0.2419291499413942,0.9345367550849915,0.6487653851509094,0.7869710922241211,0.8622204661369324,0.7238020896911621,0.9768025875091553,60.27840565426379,37.22742165316408
68,0.08536074187775905,0.9749543544224331,0.3085274519888978,0.922783613204956,0.5616322159767151,0.71928870677948,0.915874183177948,0.5921814441680908,0.9890905618667603,62.896611513171784,41.97239416347967
69,0.0936816285618327,0.9727583095005581,0.23897488258386912,0.9329158663749695,0.6572234630584717,0.7931621670722961,0.8178348541259766,0.7699345350265503,0.9656040668487549,59.17322292906271,39.1564078316408
70,0.09117033734748309,0.9744299752371651,0.2551353848294208,0.9308431148529053,0.6249204277992249,0.7691704630851746,0.8693184852600098,0.6897134780883789,0.9792050719261169,62.97620125550384,40.87065670791753
71,0.10646696498786862,0.9692025538853236,0.27301544264743205,0.9268256425857544,0.6141596436500549,0.7609651684761047,0.8375521898269653,0.6972111463546753,0.972878098487854,63.06264749996455,43.425844674640516
72,0.09247327045622197,0.9729574802943638,0.2840131215359035,0.9245258569717407,0.5880398750305176,0.7405858039855957,0.8696417212486267,0.6448841691017151,0.9806119799613953,62.257436331664614,40.042057006662716
73,0.08480998767878521,0.975637446812221,0.24405363751085182,0.9319397807121277,0.6447941660881042,0.7840423583984375,0.8342339396476746,0.7395475506782532,0.9705268144607544,57.85104364183688,38.069481674923416
74,0.0774164122783325,0.9775912257603236,0.23997475912696437,0.9338781833648682,0.6560042500495911,0.7922736406326294,0.8336657881736755,0.7547973990440369,0.9697953462600708,56.916526506521755,35.33072402018029
75,0.06953378127549183,0.9797796412876674,0.2297605632951385,0.9359109401702881,0.667538046836853,0.8006271123886108,0.833460807800293,0.7702822089195251,0.9691301584243774,57.164505019701174,34.70914230482584
76,0.06794518939304081,0.9803223310198103,0.2360110749539576,0.9350370168685913,0.6604951620101929,0.7955399751663208,0.8388018012046814,0.7565218210220337,0.9708408117294312,61.62642870054144,37.76258134238574
77,0.06691009492020715,0.9804467119489397,0.23098164208625493,0.935767412185669,0.6656473278999329,0.7992656230926514,0.8361862897872925,0.7654675245285034,0.9699234962463379,58.979787869651034,34.13487391540886
78,0.06323597169565884,0.9819217790876116,0.24241648379125094,0.935497522354126,0.6598329544067383,0.7950594425201416,0.8472252488136292,0.7489450573921204,0.9729133248329163,58.04369529161124,36.2223561065845
79,0.0687670330516994,0.979985591343471,0.2368747329241351,0.9374936819076538,0.6629818081855774,0.7973410487174988,0.8697744011878967,0.7360444664955139,0.9778972268104553,55.10023434798617,33.20887763704818
80,0.06639390294863419,0.9808895002092634,0.23721752629468315,0.931668221950531,0.6564311385154724,0.7925848960876465,0.8039864301681519,0.7815021872520447,0.9617860913276672,60.61032058175954,40.78120245868387
81,0.06517331810160117,0.9811194719587053,0.2369901357512725,0.9348506927490234,0.6587745547294617,0.7942906618118286,0.8404969573020935,0.7529000043869019,0.971343457698822,57.868638330550034,35.08289446543338
82,0.06951578206975352,0.9797306169782366,0.23905814046922483,0.9361717700958252,0.6582642197608948,0.793919563293457,0.8617880344390869,0.7359604239463806,0.9763270020484924,58.13203342570707,36.15000658953993
83,0.07030128281224858,0.9795281110491072,0.2430821394449786,0.9348190426826477,0.6521027684211731,0.789421558380127,0.8575279116630554,0.7313374876976013,0.9756301641464233,58.1374506900246,36.677241509791344
84,0.07155249720777977,0.9794766671316965,0.23957880037395576,0.9307239651679993,0.6456570625305176,0.7846799492835999,0.8160857558250427,0.7556017637252808,0.9658472537994385,64.35041991211178,38.109618986287764
85,0.06702258598736742,0.9804859924316406,0.23902094246525513,0.9360213279724121,0.6588730812072754,0.7943622469902039,0.8577540516853333,0.7396955490112305,0.9753972291946411,59.29733997656411,36.600971188676084
86,0.05953210655769164,0.9829891095842634,0.2394451918570619,0.9371723532676697,0.6656965017318726,0.7993010878562927,0.8569884896278381,0.748890221118927,0.974934995174408,58.3065008923603,35.94071276826239
87,0.05922622949054295,0.9828756059919085,0.2384053045197537,0.9340247511863708,0.6604028344154358,0.795473039150238,0.8249915242195129,0.7679939270019531,0.9673246145248413,59.62339314595671,37.001333935382284
88,0.06052302730015733,0.982235107421875,0.24165537482813784,0.9369480609893799,0.6634001731872559,0.7976435422897339,0.8598082661628723,0.7438617944717407,0.9756742119789124,58.21375139248819,36.016565030471675
89,0.05801250984553586,0.9830522155761718,0.24787133775259318,0.9342422485351562,0.6512044072151184,0.7887629270553589,0.851152777671814,0.7348948121070862,0.9742242097854614,59.24835492650207,35.49276659834526
90,0.06127402753653852,0.9821865626743862,0.2563010179682782,0.9347126483917236,0.6454007029533386,0.7844905853271484,0.8744713664054871,0.7112997174263,0.9795212745666504,59.30995400141854,37.833228823568895
91,0.0576202109540728,0.9831086512974331,0.244635397666379,0.9342269897460938,0.6612451076507568,0.7960837483406067,0.8256953954696655,0.7685224413871765,0.9674614071846008,63.207858768079795,39.2274509365589
92,0.061482995452189985,0.9825300598144531,0.24292200646902384,0.9349110722541809,0.6580575108528137,0.7937691807746887,0.8432072997093201,0.7498072981834412,0.9720363020896912,61.36139001961946,37.36662090949924
